"84.05300,1,25,16777215,1617878847,0,2317c51,47572148294778885",哈哈哈哈哈哈,0
"102.43500,1,25,16777215,1617822730,0,7eb2a368,47542726899007491",哈哈哈哈哈哈,0
"54.04500,1,25,16777215,1617822677,0,7eb2a368,47542699411111943",姐弟 父女（？）,4
"36.98100,1,25,16777215,1617822648,0,7eb2a368,47542684069920773",不愿再看见麓丸,1
"40.67600,1,25,16777215,1617822111,0,69c991b7,47542402720202759",奶奶！,4
"82.05800,1,25,16777215,1617802637,0,fd20f972,47532192329367555",木魅招财夜神月害人不浅,4
"8.71200,1,25,16777215,1617787401,0,6e3f1da3,47524204307283975",雪啊，你正常点，妈妈害怕,3
"94.13900,1,25,16777215,1617785371,0,949db7df,47523139998973959",笑死我啦,0
"22.75100,1,25,16777215,1617782602,0,40abf8e0,47521688670175235",小缘是本人了23333,0
"70.76400,1,25,16777215,1617767810,0,a15652a9,47513933017251847",以为是好活，没想到是绝活,0
"4.35000,1,25,16777215,1617757925,0,83b6949a,47508750493810695",少主这个走姿xswl,0
"104.56900,1,25,16777215,1617740273,0,6b97ca25,47499495888912391",五连动少了，刚遇到个七连动的,1
"81.66700,1,25,16777215,1617728490,0,889f5778,47493318392676359",哈哈哈哈哈哈哈,0
"99.51200,1,25,16777215,1617721299,0,7d7b40a1,47489547892686853",笑死我了哈哈哈哈哈哈哈哈,0
"80.48000,1,25,16777215,1617721280,0,7d7b40a1,47489537836318725",哈哈哈哈哈哈哈哈哈哈哈,0
"55.97200,1,25,16777215,1617721255,0,7d7b40a1,47489524987068423",哈哈哈哈哈哈哈哈,0
"45.97500,1,25,16777215,1617721245,0,7d7b40a1,47489519790325763",哈哈哈哈,0
"104.91700,1,25,16777215,1617717599,0,b50d53c9,47487608298668039",二弟：劳资的腰啊,2
"23.36700,1,25,16777215,1617714068,0,577e9d5c,47485756986884101",酒茨！爱了,0
"79.55900,1,25,16777215,1617707150,0,fc2790a8,47482129974034437",哈哈哈哈哈哈哈哈哈哈,0
"49.19100,1,25,16777215,1617697863,0,e486c3e1,47477260749373447",哈哈哈哈哈哈哈哈哈哈,0
"79.81900,1,25,16777215,1617697239,0,847992,47476933729976323",哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0
"18.22900,1,25,16777215,1617695820,0,35b3b1a5,47476189493723143",火钳,0
"69.03200,1,25,16777215,1617640448,0,a2073424,47447158544662533",哈哈哈哈哈,0
"68.67000,1,25,16777215,1617638139,0,22c8de92,47445948145598467",斗技上晴明？一般上八百神乐吧（狗头保命）,4
"127.87900,1,25,16777215,1617636152,0,e0a2abd9,47444906411556871",捕捉06老婆,4
"45.88800,1,25,16777215,1617636075,0,f2108e4e,47444866347565061",直接速度拉满就是配不出的结果呀,2
"36.71200,1,25,16777215,1617635860,0,24525de4,47444753386045445",这一幕太帅了！！,0
"77.56400,1,25,16777215,1617631032,0,64630cad,47442221919109127",hhhhhhc,0
"36.06100,1,25,16777215,1617630989,0,64630cad,47442199753785349",？？？？,4
"82.03600,1,25,16777215,1617623267,0,ec35f388,47438151031980035",夜神月害人不浅,4
"83.82800,1,25,16777215,1617621884,0,e87b4ad4,47437426055970823",草,3
"22.26600,1,25,16777215,1617621615,0,6b9d5d25,47437284768219139",生草了,3
"80.70500,1,25,16777215,1617621228,0,f471ee12,47437082190151683",哈哈哈哈哈哈哈,0
"42.63900,5,25,16777215,1617620623,0,53711501,47436764861169667",镰鼬和鬼吞头发还挺像（x）,4
"21.80600,5,25,15138834,1617619113,0,189215f0,47435972883775493",缘结神:磕到了磕到了,0
"36.54500,5,25,15138834,1617617849,0,3f328d82,47435310535540739",这里好帅！,0
"75.41800,1,25,16777215,1617615924,0,16d83fcf,47434301219274759",太草了,0
"37.01500,1,25,16777215,1617615639,0,79e99ba0,47434151530332165",好活!当赏!,0
"94.09000,1,25,16777215,1617614746,0,50158618,47433683783647235",哈哈哈哈哈哈哈哈哈哈哈哈斗个屁,0
"23.10400,1,25,16777215,1617614675,0,50158618,47433646572306437",哈哈哈哈哈哈哈哈哈哈哈哈哈,0
"77.61300,1,25,16777215,1617613071,0,7ab9182f,47432805495341059",草,3
"44.10700,1,25,16777215,1617613027,0,7ab9182f,47432782590246919",兄啊，你配速度还能无结果的吗,2
"126.42200,1,25,16777215,1617606979,0,ec898dd7,47429611328372743",笑晕了,0
